Job Description,Top Resume,Score
10428916,10554236.pdf,0.0
52684666,10554236.pdf,0.0
19774173,10554236.pdf,0.0
23011221,10554236.pdf,0.0
13367322,10554236.pdf,0.0
16038911,10554236.pdf,0.0
30990885,10554236.pdf,0.0
12923795,10554236.pdf,0.0
20279756,10554236.pdf,0.0
25838512,10554236.pdf,0.0
17431847,10554236.pdf,0.0
28321954,10554236.pdf,0.0
11332602,10554236.pdf,0.0
17166018,10554236.pdf,0.0
29573698,10554236.pdf,0.0
95769832,10554236.pdf,0.0
89858892,10554236.pdf,0.0
22488036,10554236.pdf,0.0
22093368,10554236.pdf,0.0
31042953,10554236.pdf,0.0
24994145,10554236.pdf,0.0
56286525,10554236.pdf,0.0
32517106,10554236.pdf,0.0
38108845,10554236.pdf,0.0
28172023,10554236.pdf,0.0
45656814,10554236.pdf,0.0
24767027,10554236.pdf,0.0
25507648,10554236.pdf,0.0
17915015,10554236.pdf,0.0
36139251,10554236.pdf,0.0
16474898,10554236.pdf,0.0
25482567,10554236.pdf,0.0
29165698,10554236.pdf,0.0
27084878,10554236.pdf,0.0
26459032,10554236.pdf,0.0
70603826,10554236.pdf,0.0
95085510,10554236.pdf,0.0
21238396,10554236.pdf,0.0
20255404,10554236.pdf,0.0
69666645,10554236.pdf,0.0
19938081,10554236.pdf,0.0
12092347,10554236.pdf,0.0
62870550,10554236.pdf,0.0
76530505,10554236.pdf,0.0
10333051,10554236.pdf,0.0
29319314,10554236.pdf,0.0
77266989,10554236.pdf,0.0
59487170,10554236.pdf,0.0
24219583,10554236.pdf,0.0
27397245,10554236.pdf,0.0
29425788,10554236.pdf,0.0
11130200,10554236.pdf,0.0
10969918,10554236.pdf,0.0
21178545,10554236.pdf,0.0
12938389,10554236.pdf,0.0
57575888,10554236.pdf,0.0
37087824,10554236.pdf,0.0
21122155,10554236.pdf,0.0
24708621,10554236.pdf,0.0
27903191,10554236.pdf,0.0
24905947,10554236.pdf,0.0
75156649,10554236.pdf,0.0
96761538,10554236.pdf,0.0
19975121,10554236.pdf,0.0
12695799,10554236.pdf,0.0
14515954,10554236.pdf,0.0
13675377,10554236.pdf,0.0
34151183,10554236.pdf,0.0
16605352,10554236.pdf,0.0
34792238,10554236.pdf,0.0
23004695,10554236.pdf,0.0
35164503,10554236.pdf,0.0
63282405,10554236.pdf,0.0
31556198,10554236.pdf,0.0
12791244,10554236.pdf,0.0
14107571,10554236.pdf,0.0
17658471,10554236.pdf,0.0
80000092,10554236.pdf,0.0
13037145,10554236.pdf,0.0
23477199,10554236.pdf,0.0
29306433,10554236.pdf,0.0
90365216,10554236.pdf,0.0
54246169,10554236.pdf,0.0
28165687,10554236.pdf,0.0
21134923,10554236.pdf,0.0
37292350,10554236.pdf,0.0
84512719,10554236.pdf,0.0
21868149,10554236.pdf,0.0
37201447,10554236.pdf,0.0
29897742,10554236.pdf,0.0
55500538,10554236.pdf,0.0
15053703,10554236.pdf,0.0
15603319,10554236.pdf,0.0
69336473,10554236.pdf,0.0
18242317,10554236.pdf,0.0
30437583,10554236.pdf,0.0
14140903,10554236.pdf,0.0
17312146,10554236.pdf,0.0
29746235,10554236.pdf,0.0
62994611,10554236.pdf,0.0
38216888,10554236.pdf,0.0
19851252,10554236.pdf,0.0
11813872,10554236.pdf,0.0
16849128,10554236.pdf,0.0
23631188,10554236.pdf,0.0
24001783,10554236.pdf,0.0
12341902,10554236.pdf,0.0
11197262,10554236.pdf,0.0
10953078,10554236.pdf,0.0
69859102,10554236.pdf,0.0
40882926,10554236.pdf,0.0
16653657,10554236.pdf,0.0
24397882,10554236.pdf,0.0
16172429,10554236.pdf,0.0
36102323,10554236.pdf,0.0
81042872,10554236.pdf,0.0
19532392,10554236.pdf,0.0
34141299,10554236.pdf,0.0
89740812,10554236.pdf,0.0
20969119,10554236.pdf,0.0
27689009,10554236.pdf,0.0
29510501,10554236.pdf,0.0
17640785,10554236.pdf,0.0
29968330,10554236.pdf,0.0
28733974,10554236.pdf,0.0
15546686,10554236.pdf,0.0
56068028,10554236.pdf,0.0
24068423,10554236.pdf,0.0
12674256,10554236.pdf,0.0
27888251,10554236.pdf,0.0
16507693,10554236.pdf,0.0
55712978,10554236.pdf,0.0
26835781,10554236.pdf,0.0
26921245,10554236.pdf,0.0
20006992,10554236.pdf,0.0
11676151,10554236.pdf,0.0
24416961,10554236.pdf,0.0
69360287,10554236.pdf,0.0
18264694,10554236.pdf,0.0
16661264,10554236.pdf,0.0
26070334,10554236.pdf,0.0
29142288,10554236.pdf,0.0
28247753,10554236.pdf,0.0
79536879,10554236.pdf,0.0
17499196,10554236.pdf,0.0
79261033,10554236.pdf,0.0
16492045,10554236.pdf,0.0
18589927,10554236.pdf,0.0
23933031,10554236.pdf,0.0
13964744,10554236.pdf,0.0
89512321,10554236.pdf,0.0
30709029,10554236.pdf,0.0
11183737,10554236.pdf,0.0
63158213,10554236.pdf,0.0
24727739,10554236.pdf,0.0
15145575,10554236.pdf,0.0
69097572,10554236.pdf,0.0
31064969,10554236.pdf,0.0
38707449,10554236.pdf,0.0
57706851,10554236.pdf,0.0
41152404,10554236.pdf,0.0
27710853,10554236.pdf,0.0
15573418,10554236.pdf,0.0
26829350,10554236.pdf,0.0
95625660,10554236.pdf,0.0
19362586,10554236.pdf,0.0
45077654,10554236.pdf,0.0
87118391,10554236.pdf,0.0
33578873,10554236.pdf,0.0
27607632,10554236.pdf,0.0
23760084,10554236.pdf,0.0
30083943,10554236.pdf,0.0
20552814,10554236.pdf,0.0
40987524,10554236.pdf,0.0
29134721,10554236.pdf,0.0
18062906,10554236.pdf,0.0
29399491,10554236.pdf,0.0
19473948,10554236.pdf,0.0
71772815,10554236.pdf,0.0
15765660,10554236.pdf,0.0
29184740,10554236.pdf,0.0
17781039,10554236.pdf,0.0
19147947,10554236.pdf,0.0
18328743,10554236.pdf,0.0
37540732,10554236.pdf,0.0
30608780,10554236.pdf,0.0
15918496,10554236.pdf,0.0
16223371,10554236.pdf,0.0
79376680,10554236.pdf,0.0
36904300,10554236.pdf,0.0
10724818,10554236.pdf,0.0
26994282,10554236.pdf,0.0
20819838,10554236.pdf,0.0
16511249,10554236.pdf,0.0
36074301,10554236.pdf,0.0
27624540,10554236.pdf,0.0
20423658,10554236.pdf,0.0
98509238,10554236.pdf,0.0
25810233,10554236.pdf,0.0
15273850,10554236.pdf,0.0
26932091,10554236.pdf,0.0
13812481,10554236.pdf,0.0
55477468,10554236.pdf,0.0
15973307,10554236.pdf,0.0
22047665,10554236.pdf,0.0
69155584,10554236.pdf,0.0
30529547,10554236.pdf,0.0
23296286,10554236.pdf,0.0
10603337,10554236.pdf,0.0
22319662,10554236.pdf,0.0
15581242,10554236.pdf,0.0
90682785,10554236.pdf,0.0
98108571,10554236.pdf,0.0
12351749,10554236.pdf,0.0
39581020,10554236.pdf,0.0
14267489,10554236.pdf,0.0
25839123,10554236.pdf,0.0
31454430,10554236.pdf,0.0
18368613,10554236.pdf,0.0
51349448,10554236.pdf,0.0
17509935,10554236.pdf,0.0
21595057,10554236.pdf,0.0
12696104,10554236.pdf,0.0
34303500,10554236.pdf,0.0
10898339,10554236.pdf,0.0
25315791,10554236.pdf,0.0
36621169,10554236.pdf,0.0
17378327,10554236.pdf,0.0
33236701,10554236.pdf,0.0
29211919,10554236.pdf,0.0
16121015,10554236.pdf,0.0
19582792,10554236.pdf,0.0
13348915,10554236.pdf,0.0
59422148,10554236.pdf,0.0
10138632,10554236.pdf,0.0
29805310,10554236.pdf,0.0
26425074,10554236.pdf,0.0
10464113,10554236.pdf,0.0
54101961,10554236.pdf,0.0
92200491,10554236.pdf,0.0
26530696,10554236.pdf,0.0
29332616,10554236.pdf,0.0
42304307,10554236.pdf,0.0
12820557,10554236.pdf,0.0
13178604,10554236.pdf,0.0
23929500,10554236.pdf,0.0
37360517,10554236.pdf,0.0
28377361,10554236.pdf,0.0
18171955,10554236.pdf,0.0
12082377,10554236.pdf,0.0
28198029,10554236.pdf,0.0
28867567,10554236.pdf,0.0
19147494,10554236.pdf,0.0
14358578,10554236.pdf,0.0
37735467,10554236.pdf,0.0
65456466,10554236.pdf,0.0
32140087,10554236.pdf,0.0
17704246,10554236.pdf,0.0
58428843,10554236.pdf,0.0
70528646,10554236.pdf,0.0
23032182,10554236.pdf,0.0
36970996,10554236.pdf,0.0
13637605,10554236.pdf,0.0
55097118,10554236.pdf,0.0
24610685,10554236.pdf,0.0
38087844,10554236.pdf,0.0
28139742,10554236.pdf,0.0
17410700,10554236.pdf,0.0
20141807,10554236.pdf,0.0
16280971,10554236.pdf,0.0
34131484,10554236.pdf,0.0
18885231,10554236.pdf,0.0
15620421,10554236.pdf,0.0
31199035,10554236.pdf,0.0
85918100,10554236.pdf,0.0
14381464,10554236.pdf,0.0
23782450,10554236.pdf,0.0
37792474,10554236.pdf,0.0
29928796,10554236.pdf,0.0
55104715,10554236.pdf,0.0
27233183,10554236.pdf,0.0
29815762,10554236.pdf,0.0
19156751,10554236.pdf,0.0
27096471,10554236.pdf,0.0
43311839,10554236.pdf,0.0
15119529,10554236.pdf,0.0
88907739,10554236.pdf,0.0
31395742,10554236.pdf,0.0
93349646,10554236.pdf,0.0
25694422,10554236.pdf,0.0
26291616,10554236.pdf,0.0
11020140,10554236.pdf,0.0
93459677,10554236.pdf,0.0
18079050,10554236.pdf,0.0
25213006,10554236.pdf,0.0
14517953,10554236.pdf,0.0
39308779,10554236.pdf,0.0
51724595,10554236.pdf,0.0
22259768,10554236.pdf,0.0
10332998,10554236.pdf,0.0
24643412,10554236.pdf,0.0
69181350,10554236.pdf,0.0
18856440,10554236.pdf,0.0
15433732,10554236.pdf,0.0
15281412,10554236.pdf,0.0
15699744,10554236.pdf,0.0
28951817,10554236.pdf,0.0
38165833,10554236.pdf,0.0
13586069,10554236.pdf,0.0
30083884,10554236.pdf,0.0
51432451,10554236.pdf,0.0
31169070,10554236.pdf,0.0
29723311,10554236.pdf,0.0
22485475,10554236.pdf,0.0
22556198,10554236.pdf,0.0
30863060,10554236.pdf,0.0
78016758,10554236.pdf,0.0
12897903,10554236.pdf,0.0
34875813,10554236.pdf,0.0
11333660,10554236.pdf,0.0
21366189,10554236.pdf,0.0
32637306,10554236.pdf,0.0
71888547,10554236.pdf,0.0
29770086,10554236.pdf,0.0
99714410,10554236.pdf,0.0
39441617,10554236.pdf,0.0
12374933,10554236.pdf,0.0
20176584,10554236.pdf,0.0
32433431,10554236.pdf,0.0
88691367,10554236.pdf,0.0
17025292,10554236.pdf,0.0
23302948,10554236.pdf,0.0
24828381,10554236.pdf,0.0
38896303,10554236.pdf,0.0
31217840,10554236.pdf,0.0
38399177,10554236.pdf,0.0
19161572,10554236.pdf,0.0
29647215,10554236.pdf,0.0
73075521,10554236.pdf,0.0
17983957,10554236.pdf,0.0
20314980,10554236.pdf,0.0
21512769,10554236.pdf,0.0
21568833,10554236.pdf,0.0
27726066,10554236.pdf,0.0
91189201,10554236.pdf,0.0
95429627,10554236.pdf,0.0
12526702,10554236.pdf,0.0
92246939,10554236.pdf,0.0
48533663,10554236.pdf,0.0
38457612,10554236.pdf,0.0
27788376,10554236.pdf,0.0
31016926,10554236.pdf,0.0
43378989,10554236.pdf,0.0
13454871,10554236.pdf,0.0
19936735,10554236.pdf,0.0
33919379,10554236.pdf,0.0
95350373,10554236.pdf,0.0
15602094,10554236.pdf,0.0
95792386,10554236.pdf,0.0
28243590,10554236.pdf,0.0
14593060,10554236.pdf,0.0
13313917,10554236.pdf,0.0
12251115,10554236.pdf,0.0
20574232,10554236.pdf,0.0
12955994,10554236.pdf,0.0
16964217,10554236.pdf,0.0
13215696,10554236.pdf,0.0
29196643,10554236.pdf,0.0
22351830,10554236.pdf,0.0
11415967,10554236.pdf,0.0
29297393,10554236.pdf,0.0
18227306,10554236.pdf,0.0
31201660,10554236.pdf,0.0
25258040,10554236.pdf,0.0
56792999,10554236.pdf,0.0
22571461,10554236.pdf,0.0
80527194,10554236.pdf,0.0
37818861,10554236.pdf,0.0
91116867,10554236.pdf,0.0
14346702,10554236.pdf,0.0
15083600,10554236.pdf,0.0
63670997,10554236.pdf,0.0
17307206,10554236.pdf,0.0
67406885,10554236.pdf,0.0
57364820,10554236.pdf,0.0
79570655,10554236.pdf,0.0
13569152,10554236.pdf,0.0
65062795,10554236.pdf,0.0
10984392,10554236.pdf,0.0
49777184,10554236.pdf,0.0
11835339,10554236.pdf,0.0
21156767,10554236.pdf,0.0
26234972,10554236.pdf,0.0
15535920,10554236.pdf,0.0
26919036,10554236.pdf,0.0
57601040,10554236.pdf,0.0
29076405,10554236.pdf,0.0
26167298,10554236.pdf,0.0
13837784,10554236.pdf,0.0
16509761,10554236.pdf,0.0
29915354,10554236.pdf,0.0
82929064,10554236.pdf,0.0
10515955,10554236.pdf,0.0
14945250,10554236.pdf,0.0
28609364,10554236.pdf,0.0
19861776,10554236.pdf,0.0
14036515,10554236.pdf,0.0
11005406,10554236.pdf,0.0
17132168,10554236.pdf,0.0
15353911,10554236.pdf,0.0
18501746,10554236.pdf,0.0
26341987,10554236.pdf,0.0
27419236,10554236.pdf,0.0
13328680,10554236.pdf,0.0
17584743,10554236.pdf,0.0
14761906,10554236.pdf,0.0
31162167,10554236.pdf,0.0
15226699,10554236.pdf,0.0
25525152,10554236.pdf,0.0
13343786,10554236.pdf,0.0
15484097,10554236.pdf,0.0
25723793,10554236.pdf,0.0
19444529,10554236.pdf,0.0
33893326,10554236.pdf,0.0
18442517,10554236.pdf,0.0
40883703,10554236.pdf,0.0
27981289,10554236.pdf,0.0
18900722,10554236.pdf,0.0
28109594,10554236.pdf,0.0
31929166,10554236.pdf,0.0
24574164,10554236.pdf,0.0
23085604,10554236.pdf,0.0
27080812,10554236.pdf,0.0
14209965,10554236.pdf,0.0
20330739,10554236.pdf,0.0
37739183,10554236.pdf,0.0
14771530,10554236.pdf,0.0
62700506,10554236.pdf,0.0
34319869,10554236.pdf,0.0
30999638,10554236.pdf,0.0
11677012,10554236.pdf,0.0
18525641,10554236.pdf,0.0
91539554,10554236.pdf,0.0
13503650,10554236.pdf,0.0
23864858,10554236.pdf,0.0
24658786,10554236.pdf,0.0
39166680,10554236.pdf,0.0
25038571,10554236.pdf,0.0
33542483,10554236.pdf,0.0
58915642,10554236.pdf,0.0
18927233,10554236.pdf,0.0
16893572,10554236.pdf,0.0
18488289,10554236.pdf,0.0
31909493,10554236.pdf,0.0
29002596,10554236.pdf,0.0
73282756,10554236.pdf,0.0
94492380,10554236.pdf,0.0
18905648,10554236.pdf,0.0
70196518,10554236.pdf,0.0
56952849,10554236.pdf,0.0
40311088,10554236.pdf,0.0
19053815,10554236.pdf,0.0
10005171,10554236.pdf,0.0
26160200,10554236.pdf,0.0
59011090,10554236.pdf,0.0
34583750,10554236.pdf,0.0
22380187,10554236.pdf,0.0
24953921,10554236.pdf,0.0
20490741,10554236.pdf,0.0
21125113,10554236.pdf,0.0
11270462,10554236.pdf,0.0
90685127,10554236.pdf,0.0
20628003,10554236.pdf,0.0
30504149,10554236.pdf,0.0
25706337,10554236.pdf,0.0
91318828,10554236.pdf,0.0
42156237,10554236.pdf,0.0
80679862,10554236.pdf,0.0
16276121,10554236.pdf,0.0
27921561,10554236.pdf,0.0
50219114,10554236.pdf,0.0
30864828,10554236.pdf,0.0
17562754,10554236.pdf,0.0
24679149,10554236.pdf,0.0
81508860,10554236.pdf,0.0
28679359,10554236.pdf,0.0
14556869,10554236.pdf,0.0
23810469,10554236.pdf,0.0
16536141,10554236.pdf,0.0
12085736,10554236.pdf,0.0
20210676,10554236.pdf,0.0
22706174,10554236.pdf,0.0
18354623,10554236.pdf,0.0
17432318,10554236.pdf,0.0
11797122,10554236.pdf,0.0
16332293,10554236.pdf,0.0
28790806,10554236.pdf,0.0
91515108,10554236.pdf,0.0
32109048,10554236.pdf,0.0
11152490,10554236.pdf,0.0
99680385,10554236.pdf,0.0
15790602,10554236.pdf,0.0
17510973,10554236.pdf,0.0
23522150,10554236.pdf,0.0
11257723,10554236.pdf,0.0
14455622,10554236.pdf,0.0
84295343,10554236.pdf,0.0
78357954,10554236.pdf,0.0
24703983,10554236.pdf,0.0
47487091,10554236.pdf,0.0
23009962,10554236.pdf,0.0
22732234,10554236.pdf,0.0
18448085,10554236.pdf,0.0
11887930,10554236.pdf,0.0
14508237,10554236.pdf,0.0
15100547,10554236.pdf,0.0
97449528,10554236.pdf,0.0
26341645,10554236.pdf,0.0
82140102,10554236.pdf,0.0
17571262,10554236.pdf,0.0
32069695,10554236.pdf,0.0
22946204,10554236.pdf,0.0
63989974,10554236.pdf,0.0
15484011,10554236.pdf,0.0
18932512,10554236.pdf,0.0
15210069,10554236.pdf,0.0
25047127,10554236.pdf,0.0
22452756,10554236.pdf,0.0
24592627,10554236.pdf,0.0
51508889,10554236.pdf,0.0
15180322,10554236.pdf,0.0
24221960,10554236.pdf,0.0
24673903,10554236.pdf,0.0
19007667,10554236.pdf,0.0
30311202,10554236.pdf,0.0
11121498,10554236.pdf,0.0
32518109,10554236.pdf,0.0
26718039,10554236.pdf,0.0
23568731,10554236.pdf,0.0
14663897,10554236.pdf,0.0
21904897,10554236.pdf,0.0
23591247,10554236.pdf,0.0
16594812,10554236.pdf,0.0
19831366,10554236.pdf,0.0
16804396,10554236.pdf,0.0
92122785,10554236.pdf,0.0
27831220,10554236.pdf,0.0
13411858,10554236.pdf,0.0
25924968,10554236.pdf,0.0
34252537,10554236.pdf,0.0
81373857,10554236.pdf,0.0
92985983,10554236.pdf,0.0
34452806,10554236.pdf,0.0
21611637,10554236.pdf,0.0
13095891,10554236.pdf,0.0
12717345,10554236.pdf,0.0
23841877,10554236.pdf,0.0
23032276,10554236.pdf,0.0
32605413,10554236.pdf,0.0
65373280,10554236.pdf,0.0
27909372,10554236.pdf,0.0
47603843,10554236.pdf,0.0
11444536,10554236.pdf,0.0
25953797,10554236.pdf,0.0
23185829,10554236.pdf,0.0
21869994,10554236.pdf,0.0
28424982,10554236.pdf,0.0
47317494,10554236.pdf,0.0
29784524,10554236.pdf,0.0
10001727,10554236.pdf,0.0
74522938,10554236.pdf,0.0
91591026,10554236.pdf,0.0
21511817,10554236.pdf,0.0
35468363,10554236.pdf,0.0
37231163,10554236.pdf,0.0
16924102,10554236.pdf,0.0
28092317,10554236.pdf,0.0
16855929,10554236.pdf,0.0
29211359,10554236.pdf,0.0
27820360,10554236.pdf,0.0
48580330,10554236.pdf,0.0
29072179,10554236.pdf,0.0
94047639,10554236.pdf,0.0
21622444,10554236.pdf,0.0
33964275,10554236.pdf,0.0
21101152,10554236.pdf,0.0
25128608,10554236.pdf,0.0
18825446,10554236.pdf,0.0
61322296,10554236.pdf,0.0
20817322,10554236.pdf,0.0
29449419,10554236.pdf,0.0
20321582,10554236.pdf,0.0
19285236,10554236.pdf,0.0
13264154,10554236.pdf,0.0
47729453,10554236.pdf,0.0
51554903,10554236.pdf,0.0
14569498,10554236.pdf,0.0
22561438,10554236.pdf,0.0
12420359,10554236.pdf,0.0
16248476,10554236.pdf,0.0
10653119,10554236.pdf,0.0
11209758,10554236.pdf,0.0
86551046,10554236.pdf,0.0
23807940,10554236.pdf,0.0
29775391,10554236.pdf,0.0
53265899,10554236.pdf,0.0
38309905,10554236.pdf,0.0
29772450,10554236.pdf,0.0
21334981,10554236.pdf,0.0
10276858,10554236.pdf,0.0
10588874,10554236.pdf,0.0
35157762,10554236.pdf,0.0
91072502,10554236.pdf,0.0
13212436,10554236.pdf,0.0
15261348,10554236.pdf,0.0
27662298,10554236.pdf,0.0
16066857,10554236.pdf,0.0
30337969,10554236.pdf,0.0
10333299,10554236.pdf,0.0
28396528,10554236.pdf,0.0
19268120,10554236.pdf,0.0
20691949,10554236.pdf,0.0
26189601,10554236.pdf,0.0
30826569,10554236.pdf,0.0
91268638,10554236.pdf,0.0
18036030,10554236.pdf,0.0
36366044,10554236.pdf,0.0
23398733,10554236.pdf,0.0
29990140,10554236.pdf,0.0
30128072,10554236.pdf,0.0
28176889,10554236.pdf,0.0
10889157,10554236.pdf,0.0
19951766,10554236.pdf,0.0
57262959,10554236.pdf,0.0
20033302,10554236.pdf,0.0
24709432,10554236.pdf,0.0
62555739,10554236.pdf,0.0
31547476,10554236.pdf,0.0
18480859,10554236.pdf,0.0
12254068,10554236.pdf,0.0
11432686,10554236.pdf,0.0
25452321,10554236.pdf,0.0
28230807,10554236.pdf,0.0
15354126,10554236.pdf,0.0
12155206,10554236.pdf,0.0
27298953,10554236.pdf,0.0
68338341,10554236.pdf,0.0
22349169,10554236.pdf,0.0
11877150,10554236.pdf,0.0
86549455,10554236.pdf,0.0
26530575,10554236.pdf,0.0
23955183,10554236.pdf,0.0
24854026,10554236.pdf,0.0
48285304,10554236.pdf,0.0
14722634,10554236.pdf,0.0
27789372,10554236.pdf,0.0
26767199,10554236.pdf,0.0
15891494,10554236.pdf,0.0
78229715,10554236.pdf,0.0
22720697,10554236.pdf,0.0
70541112,10554236.pdf,0.0
20705888,10554236.pdf,0.0
28522529,10554236.pdf,0.0
19147603,10554236.pdf,0.0
11490673,10554236.pdf,0.0
84356308,10554236.pdf,0.0
91564103,10554236.pdf,0.0
22622351,10554236.pdf,0.0
61634281,10554236.pdf,0.0
24530382,10554236.pdf,0.0
27018361,10554236.pdf,0.0
92524964,10554236.pdf,0.0
19405513,10554236.pdf,0.0
17775916,10554236.pdf,0.0
18975686,10554236.pdf,0.0
28758002,10554236.pdf,0.0
59938965,10554236.pdf,0.0
28396458,10554236.pdf,0.0
27914096,10554236.pdf,0.0
57088974,10554236.pdf,0.0
26231609,10554236.pdf,0.0
20836112,10554236.pdf,0.0
28398216,10554236.pdf,0.0
26961846,10554236.pdf,0.0
37931076,10554236.pdf,0.0
16426777,10554236.pdf,0.0
26750846,10554236.pdf,0.0
28623782,10554236.pdf,0.0
81677620,10554236.pdf,0.0
14413148,10554236.pdf,0.0
76454959,10554236.pdf,0.0
11441764,10554236.pdf,0.0
24411323,10554236.pdf,0.0
33685988,10554236.pdf,0.0
62850928,10554236.pdf,0.0
34250007,10554236.pdf,0.0
74849878,10554236.pdf,0.0
25497147,10554236.pdf,0.0
31948488,10554236.pdf,0.0
18640927,10554236.pdf,0.0
77638654,10554236.pdf,0.0
38441665,10554236.pdf,0.0
18072085,10554236.pdf,0.0
14408510,10554236.pdf,0.0
12858898,10554236.pdf,0.0
24670867,10554236.pdf,0.0
29648950,10554236.pdf,0.0
27330027,10554236.pdf,0.0
17880988,10554236.pdf,0.0
15011085,10554236.pdf,0.0
20977412,10554236.pdf,0.0
26013403,10554236.pdf,0.0
84373843,10554236.pdf,0.0
21912637,10554236.pdf,0.0
14181049,10554236.pdf,0.0
29998869,10554236.pdf,0.0
18024825,10554236.pdf,0.0
28973180,10554236.pdf,0.0
23573064,10554236.pdf,0.0
10549585,10554236.pdf,0.0
23354541,10554236.pdf,0.0
29494962,10554236.pdf,0.0
81217013,10554236.pdf,0.0
39675895,10554236.pdf,0.0
12071138,10554236.pdf,0.0
25330083,10554236.pdf,0.0
69487178,10554236.pdf,0.0
86595128,10554236.pdf,0.0
74512244,10554236.pdf,0.0
25678238,10554236.pdf,0.0
38907798,10554236.pdf,0.0
58165257,10554236.pdf,0.0
93653247,10554236.pdf,0.0
29612672,10554236.pdf,0.0
66741193,10554236.pdf,0.0
24553863,10554236.pdf,0.0
16449850,10554236.pdf,0.0
47410104,10554236.pdf,0.0
38225199,10554236.pdf,0.0
14106638,10554236.pdf,0.0
19243556,10554236.pdf,0.0
20880935,10554236.pdf,0.0
95519832,10554236.pdf,0.0
39295103,10554236.pdf,0.0
25101183,10554236.pdf,0.0
88038965,10554236.pdf,0.0
17392859,10554236.pdf,0.0
20969845,10554236.pdf,0.0
20275356,10554236.pdf,0.0
59818742,10554236.pdf,0.0
72136463,10554236.pdf,0.0
98513424,10554236.pdf,0.0
15717923,10554236.pdf,0.0
24833063,10554236.pdf,0.0
15792052,10554236.pdf,0.0
59450123,10554236.pdf,0.0
24611721,10554236.pdf,0.0
15224503,10554236.pdf,0.0
27409087,10554236.pdf,0.0
20918464,10554236.pdf,0.0
19540089,10554236.pdf,0.0
28724469,10554236.pdf,0.0
18636651,10554236.pdf,0.0
59777056,10554236.pdf,0.0
22492537,10554236.pdf,0.0
24967652,10554236.pdf,0.0
24533931,10554236.pdf,0.0
21807211,10554236.pdf,0.0
71767359,10554236.pdf,0.0
27694040,10554236.pdf,0.0
15535408,10554236.pdf,0.0
13386301,10554236.pdf,0.0
27091280,10554236.pdf,0.0
14413257,10554236.pdf,0.0
11677077,10554236.pdf,0.0
29521434,10554236.pdf,0.0
50324968,10554236.pdf,0.0
13764840,10554236.pdf,0.0
19070271,10554236.pdf,0.0
56151548,10554236.pdf,0.0
16391949,10554236.pdf,0.0
13418452,10554236.pdf,0.0
27099856,10554236.pdf,0.0
26046878,10554236.pdf,0.0
35121930,10554236.pdf,0.0
10182582,10554236.pdf,0.0
12669075,10554236.pdf,0.0
16915389,10554236.pdf,0.0
12668625,10554236.pdf,0.0
14698557,10554236.pdf,0.0
27549075,10554236.pdf,0.0
31225895,10554236.pdf,0.0
15479281,10554236.pdf,0.0
26691587,10554236.pdf,0.0
11232471,10554236.pdf,0.0
21007083,10554236.pdf,0.0
20905088,10554236.pdf,0.0
16723524,10554236.pdf,0.0
14937492,10554236.pdf,0.0
72807293,10554236.pdf,0.0
30344127,10554236.pdf,0.0
23719943,10554236.pdf,0.0
58208591,10554236.pdf,0.0
15154822,10554236.pdf,0.0
46514339,10554236.pdf,0.0
11409460,10554236.pdf,0.0
99806115,10554236.pdf,0.0
29640922,10554236.pdf,0.0
12860543,10554236.pdf,0.0
29764492,10554236.pdf,0.0
91533580,10554236.pdf,0.0
13807808,10554236.pdf,0.0
16605640,10554236.pdf,0.0
17714174,10554236.pdf,0.0
28998957,10554236.pdf,0.0
71499299,10554236.pdf,0.0
30430249,10554236.pdf,0.0
10876132,10554236.pdf,0.0
18509268,10554236.pdf,0.0
35571205,10554236.pdf,0.0
23190306,10554236.pdf,0.0
29028935,10554236.pdf,0.0
12059610,10554236.pdf,0.0
26829561,10554236.pdf,0.0
78273826,10554236.pdf,0.0
27176039,10554236.pdf,0.0
22249155,10554236.pdf,0.0
25142074,10554236.pdf,0.0
