Job Description,Top Resume,Score
19402977,10554236.pdf,0.0
13858219,10554236.pdf,0.0
15746146,10554236.pdf,0.0
17659053,10554236.pdf,0.0
26586477,10554236.pdf,0.0
37750854,10554236.pdf,0.0
33665485,10554236.pdf,0.0
26098594,10554236.pdf,0.0
91026230,10554236.pdf,0.0
16985289,10554236.pdf,0.0
54308684,10554236.pdf,0.0
10562768,10554236.pdf,0.0
41586420,10554236.pdf,0.0
21570485,10554236.pdf,0.0
12122372,10554236.pdf,0.0
14304010,10554236.pdf,0.0
36136569,10554236.pdf,0.0
35603950,10554236.pdf,0.0
52252936,10554236.pdf,0.0
70750649,10554236.pdf,0.0
43852883,10554236.pdf,0.0
31761591,10554236.pdf,0.0
31362807,10554236.pdf,0.0
24516163,10554236.pdf,0.0
20504094,10554236.pdf,0.0
24989856,10554236.pdf,0.0
16500168,10554236.pdf,0.0
35985133,10554236.pdf,0.0
22852364,10554236.pdf,0.0
83566455,10554236.pdf,0.0
10738095,10554236.pdf,0.0
36094883,10554236.pdf,0.0
19714635,10554236.pdf,0.0
56025640,10554236.pdf,0.0
25543217,10554236.pdf,0.0
14206561,10554236.pdf,0.0
15139979,10554236.pdf,0.0
44624796,10554236.pdf,0.0
54227873,10554236.pdf,0.0
28005884,10554236.pdf,0.0
82246962,10554236.pdf,0.0
13149176,10554236.pdf,0.0
12022566,10554236.pdf,0.0
20981299,10554236.pdf,0.0
25919149,10554236.pdf,0.0
86828820,10554236.pdf,0.0
28320387,10554236.pdf,0.0
27756469,10554236.pdf,0.0
14049846,10554236.pdf,0.0
43752620,10554236.pdf,0.0
74236636,10554236.pdf,0.0
47549345,10554236.pdf,0.0
28505854,10554236.pdf,0.0
38535335,10554236.pdf,0.0
25608963,10554236.pdf,0.0
24647794,10554236.pdf,0.0
16803215,10554236.pdf,0.0
37335325,10554236.pdf,0.0
81125166,10554236.pdf,0.0
32081266,10554236.pdf,0.0
25797445,10554236.pdf,0.0
28831378,10554236.pdf,0.0
50328713,10554236.pdf,0.0
27040860,10554236.pdf,0.0
21807224,10554236.pdf,0.0
17926546,10554236.pdf,0.0
20882041,10554236.pdf,0.0
56691064,10554236.pdf,0.0
64755882,10554236.pdf,0.0
30097175,10554236.pdf,0.0
28628090,10554236.pdf,0.0
19612167,10554236.pdf,0.0
21298336,10554236.pdf,0.0
25930778,10554236.pdf,0.0
31684925,10554236.pdf,0.0
39855211,10554236.pdf,0.0
12518008,10554236.pdf,0.0
20566550,10554236.pdf,0.0
55953734,10554236.pdf,0.0
23234047,10554236.pdf,0.0
38314236,10554236.pdf,0.0
25425322,10554236.pdf,0.0
55595908,10554236.pdf,0.0
28631840,10554236.pdf,0.0
23438227,10554236.pdf,0.0
35737840,10554236.pdf,0.0
90280583,10554236.pdf,0.0
51588273,10554236.pdf,0.0
15601399,10554236.pdf,0.0
64468610,10554236.pdf,0.0
28078163,10554236.pdf,0.0
31677347,10554236.pdf,0.0
28762662,10554236.pdf,0.0
15858254,10554236.pdf,0.0
16911115,10554236.pdf,0.0
27152464,10554236.pdf,0.0
35651876,10554236.pdf,0.0
19124258,10554236.pdf,0.0
24322804,10554236.pdf,0.0
12488356,10554236.pdf,0.0
26834746,10554236.pdf,0.0
32985311,10554236.pdf,0.0
39835894,10554236.pdf,0.0
21847415,10554236.pdf,0.0
30288581,10554236.pdf,0.0
36149549,10554236.pdf,0.0
17103000,10554236.pdf,0.0
12011623,10554236.pdf,0.0
12748557,10554236.pdf,0.0
28923650,10554236.pdf,0.0
30542184,10554236.pdf,0.0
19396040,10554236.pdf,0.0
35389360,10554236.pdf,0.0
36517781,10554236.pdf,0.0
15941675,10554236.pdf,0.0
19397727,10554236.pdf,0.0
47919212,10554236.pdf,0.0
10712803,10554236.pdf,0.0
14554542,10554236.pdf,0.0
22605864,10554236.pdf,0.0
49127329,10554236.pdf,0.0
10219099,10554236.pdf,0.0
82125182,10554236.pdf,0.0
22890839,10554236.pdf,0.0
17108676,10554236.pdf,0.0
17488801,10554236.pdf,0.0
23497307,10554236.pdf,0.0
19553067,10554236.pdf,0.0
11981094,10554236.pdf,0.0
17043822,10554236.pdf,0.0
21038022,10554236.pdf,0.0
60004873,10554236.pdf,0.0
38220146,10554236.pdf,0.0
47276718,10554236.pdf,0.0
28630325,10554236.pdf,0.0
13264796,10554236.pdf,0.0
96029688,10554236.pdf,0.0
32802563,10554236.pdf,0.0
18753367,10554236.pdf,0.0
26456899,10554236.pdf,0.0
10985403,10554236.pdf,0.0
10030015,10554236.pdf,0.0
86209934,10554236.pdf,0.0
11890896,10554236.pdf,0.0
10624813,10554236.pdf,0.0
61579998,10554236.pdf,0.0
62071407,10554236.pdf,0.0
12472574,10554236.pdf,0.0
31694970,10554236.pdf,0.0
33685075,10554236.pdf,0.0
77828437,10554236.pdf,0.0
35172961,10554236.pdf,0.0
21629057,10554236.pdf,0.0
15906625,10554236.pdf,0.0
30361788,10554236.pdf,0.0
21031285,10554236.pdf,0.0
25749150,10554236.pdf,0.0
12338274,10554236.pdf,0.0
33527446,10554236.pdf,0.0
12442909,10554236.pdf,0.0
37997506,10554236.pdf,0.0
37370455,10554236.pdf,0.0
10554236,10554236.pdf,0.0
31602598,10554236.pdf,0.0
19545827,10554236.pdf,0.0
14470533,10554236.pdf,0.0
43685045,10554236.pdf,0.0
18365791,10554236.pdf,0.0
14224370,10554236.pdf,0.0
21794875,10554236.pdf,0.0
23734441,10554236.pdf,0.0
39115899,10554236.pdf,0.0
23139819,10554236.pdf,0.0
42487883,10554236.pdf,0.0
23636277,10554236.pdf,0.0
21338490,10554236.pdf,0.0
14491649,10554236.pdf,0.0
17407184,10554236.pdf,0.0
30813919,10554236.pdf,0.0
78403342,10554236.pdf,0.0
20393721,10554236.pdf,0.0
24817041,10554236.pdf,0.0
27980446,10554236.pdf,0.0
25462793,10554236.pdf,0.0
29456173,10554236.pdf,0.0
59403481,10554236.pdf,0.0
13491889,10554236.pdf,0.0
25846894,10554236.pdf,0.0
53640713,10554236.pdf,0.0
11163645,10554236.pdf,0.0
23513618,10554236.pdf,0.0
75286906,10554236.pdf,0.0
20253563,10554236.pdf,0.0
16237710,10554236.pdf,0.0
13294301,10554236.pdf,0.0
13130984,10554236.pdf,0.0
25127518,10554236.pdf,0.0
24799301,10554236.pdf,0.0
25067742,10554236.pdf,0.0
15821633,10554236.pdf,0.0
15363277,10554236.pdf,0.0
18132924,10554236.pdf,0.0
63137898,10554236.pdf,0.0
21763056,10554236.pdf,0.0
20624984,10554236.pdf,0.0
25935030,10554236.pdf,0.0
17556527,10554236.pdf,0.0
28939941,10554236.pdf,0.0
28359817,10554236.pdf,0.0
20345168,10554236.pdf,0.0
14496667,10554236.pdf,0.0
25862026,10554236.pdf,0.0
23246831,10554236.pdf,0.0
49204385,10554236.pdf,0.0
12802330,10554236.pdf,0.0
22925443,10554236.pdf,0.0
28614791,10554236.pdf,0.0
30304575,10554236.pdf,0.0
26065877,10554236.pdf,0.0
29821051,10554236.pdf,0.0
29999135,10554236.pdf,0.0
21853199,10554236.pdf,0.0
39674178,10554236.pdf,0.0
14449423,10554236.pdf,0.0
25547145,10554236.pdf,0.0
14055988,10554236.pdf,0.0
27637576,10554236.pdf,0.0
49997097,10554236.pdf,0.0
27558837,10554236.pdf,0.0
14126433,10554236.pdf,0.0
34198885,10554236.pdf,0.0
62809577,10554236.pdf,0.0
12065211,10554236.pdf,0.0
23416654,10554236.pdf,0.0
38847011,10554236.pdf,0.0
27573855,10554236.pdf,0.0
15592167,10554236.pdf,0.0
20082776,10554236.pdf,0.0
10674770,10554236.pdf,0.0
24294778,10554236.pdf,0.0
11759079,10554236.pdf,0.0
18669563,10554236.pdf,0.0
18569929,10554236.pdf,0.0
80053367,10554236.pdf,0.0
87635012,10554236.pdf,0.0
24703009,10554236.pdf,0.0
25867805,10554236.pdf,0.0
35554162,10554236.pdf,0.0
13701259,10554236.pdf,0.0
12202337,10554236.pdf,0.0
19446337,10554236.pdf,0.0
15289348,10554236.pdf,0.0
28969385,10554236.pdf,0.0
36425270,10554236.pdf,0.0
78257294,10554236.pdf,0.0
23438112,10554236.pdf,0.0
98559931,10554236.pdf,0.0
17306905,10554236.pdf,0.0
12780508,10554236.pdf,0.0
26975573,10554236.pdf,0.0
28298773,10554236.pdf,0.0
29050809,10554236.pdf,0.0
34816637,10554236.pdf,0.0
22465498,10554236.pdf,0.0
24103168,10554236.pdf,0.0
36024962,10554236.pdf,0.0
18635654,10554236.pdf,0.0
50222417,10554236.pdf,0.0
23387174,10554236.pdf,0.0
13072019,10554236.pdf,0.0
82649935,10554236.pdf,0.0
99433371,10554236.pdf,0.0
10734870,10554236.pdf,0.0
18472240,10554236.pdf,0.0
71576860,10554236.pdf,0.0
29087505,10554236.pdf,0.0
22965804,10554236.pdf,0.0
33141415,10554236.pdf,0.0
26509539,10554236.pdf,0.0
36331163,10554236.pdf,0.0
25656981,10554236.pdf,0.0
26091595,10554236.pdf,0.0
11393213,10554236.pdf,0.0
14900898,10554236.pdf,0.0
25098739,10554236.pdf,0.0
78114950,10554236.pdf,0.0
35971546,10554236.pdf,0.0
22019500,10554236.pdf,0.0
12839152,10554236.pdf,0.0
16353584,10554236.pdf,0.0
29878348,10554236.pdf,0.0
28815362,10554236.pdf,0.0
15564893,10554236.pdf,0.0
12491898,10554236.pdf,0.0
29574501,10554236.pdf,0.0
32799518,10554236.pdf,0.0
28942221,10554236.pdf,0.0
10176013,10554236.pdf,0.0
16378091,10554236.pdf,0.0
16203589,10554236.pdf,0.0
63145386,10554236.pdf,0.0
13907230,10554236.pdf,0.0
21586858,10554236.pdf,0.0
61065616,10554236.pdf,0.0
19471144,10554236.pdf,0.0
17342969,10554236.pdf,0.0
10041713,10554236.pdf,0.0
24770846,10554236.pdf,0.0
24740005,10554236.pdf,0.0
14585273,10554236.pdf,0.0
28756444,10554236.pdf,0.0
10281555,10554236.pdf,0.0
48549972,10554236.pdf,0.0
17252448,10554236.pdf,0.0
15721849,10554236.pdf,0.0
56525735,10554236.pdf,0.0
51638201,10554236.pdf,0.0
94503308,10554236.pdf,0.0
27835351,10554236.pdf,0.0
38946032,10554236.pdf,0.0
39674782,10554236.pdf,0.0
29193505,10554236.pdf,0.0
12890045,10554236.pdf,0.0
29894080,10554236.pdf,0.0
32025286,10554236.pdf,0.0
21567392,10554236.pdf,0.0
32265203,10554236.pdf,0.0
27246366,10554236.pdf,0.0
27066370,10554236.pdf,0.0
21363048,10554236.pdf,0.0
21782152,10554236.pdf,0.0
16626724,10554236.pdf,0.0
25224998,10554236.pdf,0.0
28803888,10554236.pdf,0.0
25187733,10554236.pdf,0.0
88859947,10554236.pdf,0.0
17570634,10554236.pdf,0.0
10149490,10554236.pdf,0.0
19364677,10554236.pdf,0.0
22983516,10554236.pdf,0.0
31850269,10554236.pdf,0.0
27243670,10554236.pdf,0.0
44147689,10554236.pdf,0.0
12654876,10554236.pdf,0.0
49685006,10554236.pdf,0.0
12212468,10554236.pdf,0.0
29483501,10554236.pdf,0.0
69764348,10554236.pdf,0.0
18882984,10554236.pdf,0.0
45475027,10554236.pdf,0.0
34544955,10554236.pdf,0.0
93436805,10554236.pdf,0.0
39908485,10554236.pdf,0.0
39566718,10554236.pdf,0.0
12666174,10554236.pdf,0.0
20565849,10554236.pdf,0.0
12693146,10554236.pdf,0.0
14849103,10554236.pdf,0.0
10100240,10554236.pdf,0.0
22894544,10554236.pdf,0.0
19928941,10554236.pdf,0.0
39027764,10554236.pdf,0.0
23818675,10554236.pdf,0.0
24953126,10554236.pdf,0.0
22718826,10554236.pdf,0.0
24361598,10554236.pdf,0.0
20681037,10554236.pdf,0.0
16924279,10554236.pdf,0.0
30311725,10554236.pdf,0.0
29061628,10554236.pdf,0.0
33023370,10554236.pdf,0.0
32773331,10554236.pdf,0.0
10820510,10554236.pdf,0.0
28949406,10554236.pdf,0.0
12826414,10554236.pdf,0.0
63083944,10554236.pdf,0.0
22546476,10554236.pdf,0.0
90032884,10554236.pdf,0.0
27187994,10554236.pdf,0.0
30397268,10554236.pdf,0.0
78298706,10554236.pdf,0.0
11650031,10554236.pdf,0.0
12695537,10554236.pdf,0.0
31392754,10554236.pdf,0.0
23143731,10554236.pdf,0.0
26130673,10554236.pdf,0.0
25070914,10554236.pdf,0.0
37913536,10554236.pdf,0.0
14278888,10554236.pdf,0.0
28831442,10554236.pdf,0.0
98086373,10554236.pdf,0.0
23673025,10554236.pdf,0.0
10070224,10554236.pdf,0.0
28290448,10554236.pdf,0.0
24559558,10554236.pdf,0.0
28862054,10554236.pdf,0.0
14536764,10554236.pdf,0.0
37087371,10554236.pdf,0.0
12191094,10554236.pdf,0.0
12920612,10554236.pdf,0.0
14009087,10554236.pdf,0.0
91197243,10554236.pdf,0.0
12545844,10554236.pdf,0.0
31292364,10554236.pdf,0.0
11902276,10554236.pdf,0.0
18436190,10554236.pdf,0.0
23771896,10554236.pdf,0.0
25413261,10554236.pdf,0.0
49119887,10554236.pdf,0.0
27000192,10554236.pdf,0.0
27257013,10554236.pdf,0.0
45900271,10554236.pdf,0.0
22560013,10554236.pdf,0.0
24977396,10554236.pdf,0.0
14364597,10554236.pdf,0.0
59346975,10554236.pdf,0.0
11850315,10554236.pdf,0.0
24710433,10554236.pdf,0.0
21297828,10554236.pdf,0.0
26330995,10554236.pdf,0.0
30642458,10554236.pdf,0.0
19503224,10554236.pdf,0.0
36107065,10554236.pdf,0.0
10554045,10554236.pdf,0.0
29525715,10554236.pdf,0.0
15917885,10554236.pdf,0.0
12567516,10554236.pdf,0.0
21478007,10554236.pdf,0.0
24590489,10554236.pdf,0.0
14667659,10554236.pdf,0.0
19929506,10554236.pdf,0.0
31220062,10554236.pdf,0.0
26173524,10554236.pdf,0.0
85973397,10554236.pdf,0.0
18133495,10554236.pdf,0.0
14128006,10554236.pdf,0.0
16620172,10554236.pdf,0.0
25001005,10554236.pdf,0.0
19497420,10554236.pdf,0.0
37375999,10554236.pdf,0.0
11160414,10554236.pdf,0.0
85766635,10554236.pdf,0.0
16226743,10554236.pdf,0.0
61319162,10554236.pdf,0.0
38056161,10554236.pdf,0.0
65237556,10554236.pdf,0.0
75329822,10554236.pdf,0.0
11624880,10554236.pdf,0.0
31211074,10554236.pdf,0.0
21669215,10554236.pdf,0.0
19558834,10554236.pdf,0.0
53701275,10554236.pdf,0.0
22455205,10554236.pdf,0.0
20966771,10554236.pdf,0.0
19072267,10554236.pdf,0.0
21321598,10554236.pdf,0.0
11842274,10554236.pdf,0.0
21549195,10554236.pdf,0.0
36671891,10554236.pdf,0.0
51415089,10554236.pdf,0.0
28531493,10554236.pdf,0.0
16103783,10554236.pdf,0.0
11635137,10554236.pdf,0.0
13129275,10554236.pdf,0.0
20470943,10554236.pdf,0.0
23015611,10554236.pdf,0.0
34712719,10554236.pdf,0.0
14910300,10554236.pdf,0.0
21386255,10554236.pdf,0.0
88651471,10554236.pdf,0.0
22861181,10554236.pdf,0.0
45462344,10554236.pdf,0.0
24677466,10554236.pdf,0.0
23602130,10554236.pdf,0.0
13915715,10554236.pdf,0.0
13727873,10554236.pdf,0.0
93828034,10554236.pdf,0.0
24491862,10554236.pdf,0.0
29329075,10554236.pdf,0.0
33072201,10554236.pdf,0.0
23631724,10554236.pdf,0.0
14611516,10554236.pdf,0.0
32441790,10554236.pdf,0.0
12237267,10554236.pdf,0.0
42332765,10554236.pdf,0.0
26127853,10554236.pdf,0.0
10926726,10554236.pdf,0.0
14966165,10554236.pdf,0.0
22754014,10554236.pdf,0.0
28975482,10554236.pdf,0.0
21663616,10554236.pdf,0.0
10873344,10554236.pdf,0.0
41590605,10554236.pdf,0.0
23048999,10554236.pdf,0.0
74552449,10554236.pdf,0.0
79041971,10554236.pdf,0.0
77156708,10554236.pdf,0.0
24580361,10554236.pdf,0.0
34953092,10554236.pdf,0.0
17189156,10554236.pdf,0.0
19920687,10554236.pdf,0.0
26579709,10554236.pdf,0.0
29093426,10554236.pdf,0.0
33286293,10554236.pdf,0.0
29552167,10554236.pdf,0.0
69243180,10554236.pdf,0.0
26987539,10554236.pdf,0.0
17276884,10554236.pdf,0.0
22615491,10554236.pdf,0.0
45167858,10554236.pdf,0.0
13982572,10554236.pdf,0.0
3547447,10554236.pdf,0.0
98965485,10554236.pdf,0.0
38897568,10554236.pdf,0.0
12021752,10554236.pdf,0.0
19149865,10554236.pdf,0.0
29839396,10554236.pdf,0.0
15856762,10554236.pdf,0.0
18208580,10554236.pdf,0.0
17396388,10554236.pdf,0.0
28419927,10554236.pdf,0.0
87867370,10554236.pdf,0.0
27120528,10554236.pdf,0.0
70667011,10554236.pdf,0.0
36302399,10554236.pdf,0.0
89049979,10554236.pdf,0.0
43375498,10554236.pdf,0.0
30713796,10554236.pdf,0.0
18805506,10554236.pdf,0.0
39247950,10554236.pdf,0.0
30127072,10554236.pdf,0.0
11065180,10554236.pdf,0.0
11637468,10554236.pdf,0.0
54421668,10554236.pdf,0.0
13393401,10554236.pdf,0.0
71422121,10554236.pdf,0.0
18457785,10554236.pdf,0.0
21856577,10554236.pdf,0.0
21645690,10554236.pdf,0.0
25780596,10554236.pdf,0.0
34185495,10554236.pdf,0.0
35483925,10554236.pdf,0.0
19374660,10554236.pdf,0.0
34758680,10554236.pdf,0.0
21297521,10554236.pdf,0.0
23323001,10554236.pdf,0.0
25080805,10554236.pdf,0.0
27606527,10554236.pdf,0.0
33872500,10554236.pdf,0.0
18172739,10554236.pdf,0.0
32980197,10554236.pdf,0.0
11672279,10554236.pdf,0.0
33135102,10554236.pdf,0.0
20850529,10554236.pdf,0.0
34783330,10554236.pdf,0.0
33370664,10554236.pdf,0.0
17823436,10554236.pdf,0.0
15553584,10554236.pdf,0.0
39569771,10554236.pdf,0.0
11842348,10554236.pdf,0.0
36905896,10554236.pdf,0.0
13173522,10554236.pdf,0.0
25624652,10554236.pdf,0.0
11262933,10554236.pdf,0.0
10909673,10554236.pdf,0.0
98348532,10554236.pdf,0.0
19176318,10554236.pdf,0.0
17818707,10554236.pdf,0.0
17213671,10554236.pdf,0.0
31025785,10554236.pdf,0.0
60489316,10554236.pdf,0.0
60182829,10554236.pdf,0.0
21796843,10554236.pdf,0.0
65864767,10554236.pdf,0.0
11773925,10554236.pdf,0.0
26673507,10554236.pdf,0.0
72876163,10554236.pdf,0.0
18824120,10554236.pdf,0.0
27884470,10554236.pdf,0.0
64589506,10554236.pdf,0.0
29406313,10554236.pdf,0.0
16300459,10554236.pdf,0.0
20992320,10554236.pdf,0.0
73157997,10554236.pdf,0.0
28895997,10554236.pdf,0.0
28051330,10554236.pdf,0.0
25162378,10554236.pdf,0.0
99124477,10554236.pdf,0.0
17131084,10554236.pdf,0.0
19437318,10554236.pdf,0.0
35564026,10554236.pdf,0.0
16407619,10554236.pdf,0.0
10329506,10554236.pdf,0.0
19911786,10554236.pdf,0.0
96493528,10554236.pdf,0.0
35492909,10554236.pdf,0.0
25200253,10554236.pdf,0.0
68781345,10554236.pdf,0.0
14391434,10554236.pdf,0.0
14626780,10554236.pdf,0.0
28989677,10554236.pdf,0.0
41651672,10554236.pdf,0.0
18645964,10554236.pdf,0.0
18278509,10554236.pdf,0.0
18369400,10554236.pdf,0.0
11266906,10554236.pdf,0.0
31710562,10554236.pdf,0.0
39142536,10554236.pdf,0.0
21756639,10554236.pdf,0.0
31273413,10554236.pdf,0.0
12386670,10554236.pdf,0.0
93576192,10554236.pdf,0.0
15306049,10554236.pdf,0.0
31114531,10554236.pdf,0.0
21060367,10554236.pdf,0.0
17325147,10554236.pdf,0.0
23752500,10554236.pdf,0.0
20149476,10554236.pdf,0.0
54100393,10554236.pdf,0.0
11187796,10554236.pdf,0.0
39470264,10554236.pdf,0.0
12413512,10554236.pdf,0.0
14879257,10554236.pdf,0.0
46055835,10554236.pdf,0.0
33344933,10554236.pdf,0.0
24983760,10554236.pdf,0.0
29148871,10554236.pdf,0.0
28325193,10554236.pdf,0.0
15265464,10554236.pdf,0.0
24349611,10554236.pdf,0.0
19508520,10554236.pdf,0.0
22800977,10554236.pdf,0.0
36758947,10554236.pdf,0.0
11555549,10554236.pdf,0.0
32318506,10554236.pdf,0.0
73497035,10554236.pdf,0.0
12777487,10554236.pdf,0.0
36379931,10554236.pdf,0.0
26069113,10554236.pdf,0.0
41950126,10554236.pdf,0.0
20488267,10554236.pdf,0.0
22593054,10554236.pdf,0.0
25561640,10554236.pdf,0.0
43622023,10554236.pdf,0.0
18319061,10554236.pdf,0.0
25923361,10554236.pdf,0.0
18106533,10554236.pdf,0.0
50432401,10554236.pdf,0.0
19724031,10554236.pdf,0.0
28471099,10554236.pdf,0.0
22848179,10554236.pdf,0.0
37220856,10554236.pdf,0.0
78107631,10554236.pdf,0.0
21867728,10554236.pdf,0.0
37472265,10554236.pdf,0.0
17033567,10554236.pdf,0.0
19671909,10554236.pdf,0.0
11995013,10554236.pdf,0.0
28629430,10554236.pdf,0.0
53227466,10554236.pdf,0.0
26079779,10554236.pdf,0.0
83338413,10554236.pdf,0.0
18029935,10554236.pdf,0.0
16962067,10554236.pdf,0.0
14150896,10554236.pdf,0.0
27936502,10554236.pdf,0.0
65325317,10554236.pdf,0.0
30594821,10554236.pdf,0.0
27164756,10554236.pdf,0.0
34146825,10554236.pdf,0.0
99561379,10554236.pdf,0.0
54180474,10554236.pdf,0.0
37751611,10554236.pdf,0.0
73030450,10554236.pdf,0.0
39608848,10554236.pdf,0.0
16244633,10554236.pdf,0.0
10830646,10554236.pdf,0.0
27024099,10554236.pdf,0.0
65352424,10554236.pdf,0.0
28711616,10554236.pdf,0.0
39064638,10554236.pdf,0.0
18586076,10554236.pdf,0.0
13272204,10554236.pdf,0.0
11360471,10554236.pdf,0.0
18885767,10554236.pdf,0.0
20698469,10554236.pdf,0.0
27715131,10554236.pdf,0.0
32794700,10554236.pdf,0.0
23139437,10554236.pdf,0.0
23917826,10554236.pdf,0.0
20148147,10554236.pdf,0.0
34304175,10554236.pdf,0.0
26410763,10554236.pdf,0.0
21809601,10554236.pdf,0.0
27096796,10554236.pdf,0.0
25157655,10554236.pdf,0.0
25926667,10554236.pdf,0.0
20356750,10554236.pdf,0.0
24061629,10554236.pdf,0.0
17694454,10554236.pdf,0.0
99033098,10554236.pdf,0.0
38115035,10554236.pdf,0.0
17857644,10554236.pdf,0.0
12334650,10554236.pdf,0.0
36019469,10554236.pdf,0.0
79432080,10554236.pdf,0.0
94230796,10554236.pdf,0.0
66226673,10554236.pdf,0.0
83206166,10554236.pdf,0.0
22182279,10554236.pdf,0.0
16887936,10554236.pdf,0.0
14248724,10554236.pdf,0.0
69458502,10554236.pdf,0.0
82738323,10554236.pdf,0.0
16833515,10554236.pdf,0.0
11804712,10554236.pdf,0.0
21287405,10554236.pdf,0.0
10176815,10554236.pdf,0.0
29221006,10554236.pdf,0.0
23761385,10554236.pdf,0.0
38355831,10554236.pdf,0.0
24773845,10554236.pdf,0.0
17876954,10554236.pdf,0.0
36252245,10554236.pdf,0.0
32720816,10554236.pdf,0.0
36727173,10554236.pdf,0.0
91431878,10554236.pdf,0.0
42546558,10554236.pdf,0.0
87826037,10554236.pdf,0.0
17483843,10554236.pdf,0.0
22232367,10554236.pdf,0.0
70198580,10554236.pdf,0.0
67631413,10554236.pdf,0.0
26819872,10554236.pdf,0.0
13234267,10554236.pdf,0.0
26888302,10554236.pdf,0.0
13195436,10554236.pdf,0.0
81588968,10554236.pdf,0.0
18268860,10554236.pdf,0.0
14790629,10554236.pdf,0.0
12144825,10554236.pdf,0.0
90318913,10554236.pdf,0.0
26279402,10554236.pdf,0.0
94137171,10554236.pdf,0.0
27902692,10554236.pdf,0.0
28186635,10554236.pdf,0.0
42641525,10554236.pdf,0.0
34419403,10554236.pdf,0.0
43720116,10554236.pdf,0.0
15618327,10554236.pdf,0.0
14589288,10554236.pdf,0.0
43408471,10554236.pdf,0.0
38154903,10554236.pdf,0.0
29167286,10554236.pdf,0.0
11169163,10554236.pdf,0.0
28383893,10554236.pdf,0.0
20026169,10554236.pdf,0.0
38047274,10554236.pdf,0.0
16449694,10554236.pdf,0.0
11137306,10554236.pdf,0.0
19818707,10554236.pdf,0.0
17274759,10554236.pdf,0.0
19506295,10554236.pdf,0.0
50775901,10554236.pdf,0.0
22990761,10554236.pdf,0.0
10945968,10554236.pdf,0.0
12192507,10554236.pdf,0.0
24154692,10554236.pdf,0.0
23985183,10554236.pdf,0.0
29161565,10554236.pdf,0.0
11333001,10554236.pdf,0.0
25718772,10554236.pdf,0.0
65219288,10554236.pdf,0.0
27502951,10554236.pdf,0.0
15823995,10554236.pdf,0.0
22650051,10554236.pdf,0.0
24668861,10554236.pdf,0.0
42427521,10554236.pdf,0.0
96457008,10554236.pdf,0.0
38989376,10554236.pdf,0.0
13405229,10554236.pdf,0.0
17686472,10554236.pdf,0.0
54232810,10554236.pdf,0.0
25719936,10554236.pdf,0.0
68216398,10554236.pdf,0.0
17983430,10554236.pdf,0.0
92283635,10554236.pdf,0.0
11614114,10554236.pdf,0.0
61315605,10554236.pdf,0.0
16850314,10554236.pdf,0.0
11959428,10554236.pdf,0.0
10395944,10554236.pdf,0.0
10189110,10554236.pdf,0.0
10567764,10554236.pdf,0.0
30148777,10554236.pdf,0.0
24544244,10554236.pdf,0.0
19284293,10554236.pdf,0.0
11752500,10554236.pdf,0.0
31536294,10554236.pdf,0.0
22442947,10554236.pdf,0.0
27512470,10554236.pdf,0.0
14874322,10554236.pdf,0.0
23464505,10554236.pdf,0.0
12504278,10554236.pdf,0.0
58048626,10554236.pdf,0.0
15684810,10554236.pdf,0.0
17694572,10554236.pdf,0.0
22168194,10554236.pdf,0.0
29595906,10554236.pdf,0.0
77626587,10554236.pdf,0.0
98389424,10554236.pdf,0.0
38663892,10554236.pdf,0.0
17152392,10554236.pdf,0.0
49646155,10554236.pdf,0.0
33627938,10554236.pdf,0.0
12904972,10554236.pdf,0.0
12239749,10554236.pdf,0.0
16279537,10554236.pdf,0.0
17008356,10554236.pdf,0.0
28020046,10554236.pdf,0.0
25625173,10554236.pdf,0.0
29534737,10554236.pdf,0.0
17655479,10554236.pdf,0.0
12043694,10554236.pdf,0.0
99416532,10554236.pdf,0.0
24589765,10554236.pdf,0.0
31605080,10554236.pdf,0.0
21190805,10554236.pdf,0.0
37473139,10554236.pdf,0.0
